Developer,Publisher,Genres,Product Rating,User Ratings Count,Best-seller,year
Nintendo,Nintendo,Real-Time Strategy,Rated E For Everyone,233.0,1,2001
Nintendo,Nintendo,Auto Racing,Rated E For Everyone,2054.0,1,2014
Remedy Entertainment,Microsoft Game Studios,Survival,Rated T For Teen,1150.0,1,2010
Monolith Soft,Bandai Namco Games,Turn-Based Tactics,Rated T For Teen,60.0,1,2016
IguanaBee,SCEA,Action Puzzle,Rated T For Teen,43.0,0,2015
Paradox Development Studio,Paradox Interactive,Strategy,Rated E +10 For Everyone +10,42.0,1,2010
Infinity Ward,Activision,FPS,Rated M For Mature,8929.0,0,2011
BioWare,Infogrames,Western RPG,Rated T For Teen,639.0,1,2002
Rebellion,Rebellion,Tactical Third Person Shooter,Rated M For Mature,16.0,0,2019
3DO,3DO,Western RPG,Rated T For Teen,25.0,0,2002
Eighting/Raizing,Namco,3D Fighting,Rated T For Teen,24.0,1,2002
Renegade Kid,Gamecock Media Group,Survival,Rated M For Mature,22.0,1,2007
Haemimont Games,Kalypso,Management,Rated T For Teen,16.0,1,2010
EA Canada,Electronic Arts,Auto Racing Sim,Rated E For Everyone,239.0,1,2004
Warashi,Warashi,Vertical Shoot-'Em-Up,Rated E +10 For Everyone +10,6.0,0,2008
TechnoSoft,Working Designs,Horizontal Shoot-'Em-Up,Rated E For Everyone,7.0,0,1998
Milkstone Studios,Milkstone Studios,FPS,Rated T For Teen,26.0,0,2015
Tarsier Studios,Bandai Namco Games,Linear Action Adventure,Rated T For Teen,224.0,1,2018
Blit,Sega,3D Platformer,Rated T For Teen,77.0,1,2012
Avalanche Studios,Eidos Interactive,Open-World Action,Rated M For Mature,46.0,0,2006
High Voltage Software,Funcom,Turn-Based Tactics,Rated M For Mature,26.0,0,2019
The Bearded Ladies Consulting,Funcom,Turn-Based Tactics,Rated M For Mature,24.0,0,2019
Ubisoft Romania,Ubisoft,Aircraft Combat Sim,Rated T For Teen,5.0,0,2007
EA Bright Light,EA Games,Puzzle,Rated E For Everyone,8.0,0,2010
Square Enix,Square Enix,JRPG,Rated E +10 For Everyone +10,49.0,1,2018
From Software,From Software,Action,Rated E +10 For Everyone +10,6.0,0,2008
Gust,Koei Tecmo Games,Action RPG,Rated T For Teen,41.0,0,2017
Ubisoft Montreal,Ubisoft,Linear Action Adventure,Rated M For Mature,40.0,1,2004
Sumo Digital,DreamCatcher Interactive,Third-Person Adventure,Rated T For Teen,29.0,0,2007
SevenOne Intermedia,cdv Software,Puzzle,Rated E For Everyone,10.0,1,2011
Shin'en,Shin'en,Top-Down Shoot-'Em-Up,Rated E For Everyone,63.0,0,2012
Sledgehammer Games,Activision,FPS,Rated M For Mature,19.0,0,2015
Alpha Unit,Konami,Action,Rated E For Everyone,11.0,0,2011
WB Games Montreal,Warner Bros. Games,Open-World Action,Rated T For Teen,752.0,0,2022
Cyanide,Nacon,Biking,Rated E For Everyone,21.0,0,2020
Genki,Phantagram,Vehicle Combat Sim,Rated T For Teen,9.0,1,2002
Team17,Team17,Artillery,Rated E +10 For Everyone +10,18.0,0,2016
Sega,Sega,3D Beat-'Em-Up,Rated M For Mature,6.0,1,2000
Core Design Ltd.,Eidos Interactive,Linear Action Adventure,Rated T For Teen,25.0,1,1997
Kylotonn,Bigben Interactive,Auto Racing,Rated E For Everyone,27.0,0,2018
Flight-Plan,Atlus,Action RPG,Rated E +10 For Everyone +10,22.0,1,2006
Microsoft Game Studios,Microsoft Game Studios,Command RTS,Rated T For Teen,139.0,1,2017
Happion Laboratories,Happion Laboratories,Top-Down Shoot-'Em-Up,Rated E For Everyone,16.0,0,2014
Gust,Tecmo Koei Games,JRPG,Rated T For Teen,46.0,1,2014
Incognito Inc.,SCEA,Biking,Rated T For Teen,51.0,1,2003
Sir-Tech Software Inc.,Interplay,Turn-Based Tactics,Rated T For Teen,43.0,0,2000
M2,Konami,Compilation,Rated T For Teen,57.0,1,2019
Nex Entertainment,Namco Bandai Games,Compilation,Rated T For Teen,25.0,0,2010
Big Ant Studios,Bigben Interactive,Tennis,Rated E For Everyone,49.0,0,2020
Jupiter Corporation,Nintendo,Logic Puzzle,Rated E For Everyone,29.0,0,2007
Namco Bandai Games,Namco Bandai Games,Compilation,Rated E For Everyone,5.0,0,2009
Curve Studios,Nintendo,2D Platformer,Rated E For Everyone,25.0,1,2010
Compulsion Games,Focus Home Interactive,Action Puzzle,Rated T For Teen,394.0,0,2013
SCE Japan Studio,Sony Interactive Entertainment,Action,Rated E For Everyone,83.0,0,2020
Rebelmind,Meridian4,Action RPG,Rated T For Teen,19.0,0,2005
ZeroBit Games,UFO Interactive,Top-Down Shoot-'Em-Up,Rated E For Everyone,6.0,0,2015
Coffee Stain Studios,Coffee Stain Studios,FPS,Rated T For Teen,401.0,1,2013
"Frozenbyte, Inc.","Frozenbyte, Inc.",2D Platformer,Rated E +10 For Everyone +10,109.0,1,2012
Capcom,Capcom,Survival,Rated M For Mature,56.0,0,2015
SoftMax,Atlus,JRPG,Rated T For Teen,16.0,0,2005
M2,Sega,2D Platformer,Rated E +10 For Everyone +10,42.0,1,2015
Koei Tecmo Games,Koei Tecmo Games,JRPG,Rated T For Teen,55.0,0,2017
WildTangent,WildTangent,Action RPG,Rated E +10 For Everyone +10,48.0,0,2005
City Interactive,City Interactive,Aircraft Combat Sim,Rated T For Teen,22.0,0,2012
Marvelous Entertainment,Natsume,Tycoon,Rated E For Everyone,28.0,1,2009
Schell Games,Schell Games,First-Person Adventure,Rated E +10 For Everyone +10,62.0,1,2016
Alphadream Corporation,Nintendo,JRPG,Rated E For Everyone,241.0,0,2016
Monolith Soft,Namco,JRPG,Rated T For Teen,113.0,1,2003
Nippon Ichi Software,NIS America,JRPG,Rated E +10 For Everyone +10,12.0,0,2022
Sierra Entertainment,Sierra Entertainment,Point-and-Click,Rated M For Mature,51.0,1,1999
Visual Concepts,2K Games,Basketball Sim,Rated E For Everyone,162.0,0,2022
Ovosonico,505 Games,Third-Person Adventure,Rated E For Everyone,61.0,0,2017
Hinterland,Hinterland,Survival,Rated T For Teen,503.0,0,2017
Black Tower Studios,Gun Interactive,Survival,Rated M For Mature,43.0,1,2019
CyberConnect2,Namco Bandai Games,3D Fighting,Rated T For Teen,264.0,1,2013
Acquire,Namco Bandai Games,Action Adventure,Rated M For Mature,44.0,0,2012
Ubisoft,Ubisoft,2D Platformer,Rated E For Everyone,19.0,0,2011
Beyond Games,THQ,Auto Racing,Rated E For Everyone,15.0,1,2002
JoWooD Entertainment AG,JoWooD Entertainment AG,Tycoon,Rated E For Everyone,27.0,1,2002
Wayward Simulations,MicroProse,Aircraft Combat Sim,Rated T For Teen,8.0,0,2000
Namco Bandai Games,Namco Bandai Games,Compilation,Rated E +10 For Everyone +10,14.0,0,2011
Square Enix,Square Enix,MMORPG,Rated T For Teen,655.0,1,2015
EA Sports,Electronic Arts,Soccer Management,Rated E For Everyone,72.0,0,2012
TOSE,Capcom,Survival,Rated M For Mature,117.0,1,2003
Firaxis Games,2K Games,4X Strategy,Rated E +10 For Everyone +10,161.0,1,2007
Rockstar North,Rockstar Games,Open-World Action,Rated M For Mature,3186.0,1,2008
Digital Reality,DreamCatcher Interactive,Real-Time Strategy,Rated T For Teen,20.0,0,2002
Creative Assembly,Sega,Real-Time Strategy,Rated M For Mature,6.0,0,2009
Behaviour Interactive,505 Games,Action,Rated T For Teen,31.0,1,2012
Codemasters,Electronic Arts,Auto Racing Sim,Rated E For Everyone,123.0,0,2022
EA LA,Electronic Arts,FPS,Rated T For Teen,16.0,0,2005
TOSE,Square Enix,JRPG,Rated E +10 For Everyone +10,214.0,1,2007
Graceful Decay,Annapurna Interactive,First-Person Adventure,Rated E +10 For Everyone +10,99.0,0,2021
Capcom,Capcom,Action RPG,Rated T For Teen,147.0,1,2009
Maxis,Electronic Arts,Virtual Life,Rated T For Teen,6.0,0,2021
Playground Games,Microsoft Game Studios,Auto Racing Sim,Rated E For Everyone,1956.0,1,2018
H2O Interactive,THQ,Western RPG,Rated T For Teen,17.0,0,2001
FinalBoss Games,FinalBoss Games,Action Adventure,Rated E For Everyone,6.0,0,2018
Koei Tecmo Games,Nintendo,Survival,Rated M For Mature,293.0,1,2015
Wanako Studios,Sierra Online,Vertical Shoot-'Em-Up,Rated T For Teen,11.0,0,2006
Strangelite,Empire Interactive,FPS,Rated M For Mature,30.0,0,2005
Yuke's,2K Sports,Wrestling,Rated T For Teen,277.0,0,2015
"3000AD, Inc.","3000AD, Inc.",Strategy,Rated T For Teen,15.0,0,2001
Claytech Works,Square Enix,JRPG,Rated T For Teen,329.0,1,2021
Westwood Studios,Electronic Arts,FPS,Rated T For Teen,111.0,0,2002
Kairosoft Co. Ltd,Kairosoft Co. Ltd,Tycoon,Rated E For Everyone,14.0,0,2011
Blue Tongue Entertainment,THQ,Action Adventure,Rated E For Everyone,16.0,1,2006
Naughty Dog,Sony Interactive Entertainment,Survival,Rated M For Mature,163419.0,0,2020
Ubisoft Nadeo,Ubisoft,Auto Racing,Rated E For Everyone,163.0,0,2020
SCEE,SCEA,Action Adventure,Rated T For Teen,95.0,1,2005
Torus Games,Kalypso,Tennis,Rated E For Everyone,7.0,0,2022
Namco,Namco,3D Fighting,Rated T For Teen,427.0,1,2005
V1 Interactive,Private Division,FPS,Rated T For Teen,29.0,0,2020
Sports Interactive,Sega,Soccer Management,Rated E For Everyone,12.0,0,2007
Enlight Software,Ubisoft,Tycoon,Rated E For Everyone,44.0,1,2001
Ludopium GmbH,ARTE France,Action Puzzle,Rated E For Everyone,7.0,1,2019
Frima Studio,Frima Studio,Tycoon,Rated T For Teen,14.0,0,2013
Cattle Call,Atlus,JRPG,Rated T For Teen,5.0,1,2001
Paradox Interactive,GamersGate,Space Combat Sim,Rated E +10 For Everyone +10,5.0,0,2008
Sonic Team,Sega,2D Platformer,Rated E For Everyone,624.0,1,2010
GSC Game World,cdv Software,Command RTS,Rated T For Teen,49.0,0,2005
Ronimo Games,DTP Entertainment,MOBA,Rated T For Teen,45.0,1,2012
Pitbull Syndicate,Infogrames,Auto Racing,Rated E For Everyone,21.0,1,2000
GUTS Department,Humble Games,Action RPG,Rated E +10 For Everyone +10,25.0,0,2018
Akella,Kalypso,Turn-Based Strategy,Rated T For Teen,99.0,0,2010
Avalanche Software,Buena Vista Games,3D Platformer,Rated E +10 For Everyone +10,14.0,1,2005
Cavia Inc.,Capcom,Light Gun,Rated M For Mature,97.0,0,2009
Brave Lamb Studio S.A.,Nacon,Real-Time Strategy,Rated T For Teen,5.0,0,2024
Treasure,Sega,2D Fighting,Rated T For Teen,20.0,1,2008
Relic Entertainment,Sega,Real-Time Strategy,Rated M For Mature,500.0,0,2017
Nintendo,Nintendo,3D Platformer,Rated E For Everyone,1501.0,1,2011
Arc System Works,Cygames,2D Fighting,Rated T For Teen,24.0,0,2023
KCET,Konami,Metroidvania,Rated T For Teen,111.0,1,2002
Noise Inc.,Nintendo,3D Fighting,Rated T For Teen,23.0,1,2004
Glass Revolver,Armor Games,Top-Down Shoot-'Em-Up,Rated T For Teen,8.0,1,2020
Felistella,Idea Factory,JRPG,Rated T For Teen,51.0,1,2015
Game Freak,Nintendo,Trainer RPG,Rated E For Everyone,1073.0,1,2010
Cave,Cave,2D Platformer,Rated T For Teen,5.0,1,2011
Q-Games,Double Eleven,Action,Rated E For Everyone,42.0,0,2015
Ministry of Broadcast Studios,Hitcents,2D Platformer,Rated M For Mature,22.0,1,2020
Bethesda Softworks,Bethesda Softworks,Western RPG,Rated M For Mature,102.0,0,2006
Namco,Namco,Tennis,Rated E For Everyone,6.0,0,2004
Kylotonn,Bigben Interactive,Auto Racing,Rated E For Everyone,30.0,0,2018
MONKEYCRAFT Co. Ltd.,Bandai Namco Games,Compilation,Rated E +10 For Everyone +10,43.0,0,2022
Koei,Koei,Third Person Shooter,Rated T For Teen,8.0,0,2004
Hexworks,CI Games,Action RPG,Rated M For Mature,876.0,0,2023
A Crowd of Monsters,A Crowd of Monsters,2D Platformer,Rated T For Teen,40.0,0,2015
Incognito Inc.,SCEA,Vehicle Combat Sim,Rated T For Teen,40.0,1,2005
M2,Namco Bandai Games,Compilation,Rated E For Everyone,12.0,0,2007
Ubisoft Milan,Ubisoft,Action Adventure,Rated T For Teen,10.0,0,2002
Dream Execution,Elephant Entertainment,Tactical FPS,Rated T For Teen,15.0,0,2007
Omega Force,Koei Tecmo Games,3D Beat-'Em-Up,Rated T For Teen,42.0,0,2015
Omega Force,Square Enix,3D Beat-'Em-Up,Rated T For Teen,258.0,1,2015
Paradox Development Studio,Atari SA,Real-Time Strategy,Rated E For Everyone,12.0,0,2004
Bohemia Interactive,Bohemia Interactive,Simulation,Rated M For Mature,1134.0,1,2013
Cold Iron Studios,Cold Iron Studios,Tactical Third Person Shooter,Rated M For Mature,119.0,0,2021
Papaya Studio,D3Publisher,Adventure,Rated E +10 For Everyone +10,10.0,0,2009
Ready at Dawn,SCEA,Compilation,Rated M For Mature,377.0,1,2011
Nippon Ichi Software,NIS America,Action RPG,Rated E +10 For Everyone +10,9.0,0,2017
Saber Interactive,Konami,FPS,Rated T For Teen,26.0,0,2011
Nintendo,Nintendo,Edutainment,Rated E For Everyone,26.0,1,2012
GREZZO,Nintendo,Action RPG,Rated E +10 For Everyone +10,108.0,1,2017
Ghost Games,Electronic Arts,Auto Racing,Rated T For Teen,1177.0,0,2019
Rare Ltd.,Microsoft Game Studios,Compilation,Rated M For Mature,395.0,1,2015
Griptonite Games,Encore Software,2D Platformer,Rated E For Everyone,7.0,1,2003
Team17,Sold Out,Survival,Rated E +10 For Everyone +10,7.0,0,2020
THQ,THQ,Wrestling,Rated T For Teen,56.0,0,2011
Arc System Works,NIS America,Sandbox,Rated E For Everyone,14.0,0,2017
Blue Byte,Ubisoft,Management,Rated T For Teen,40.0,0,2005
Relic Entertainment,Sierra Entertainment,Real-Time Strategy,Rated T For Teen,119.0,1,2003
SCEA,SCEA,Bowling,Rated E +10 For Everyone +10,13.0,0,2007
Game Freak,Nintendo,Trainer RPG,Rated E For Everyone,1598.0,1,2013
Ubisoft Montreal,Ubisoft,Linear Action Adventure,Rated T For Teen,53.0,0,2009
Telltale Games,Telltale Games,Point-and-Click,Rated M For Mature,398.0,1,2014
Avalanche Studios,Square Enix,Open-World Action,Rated M For Mature,473.0,0,2018
Inti Creates,Deep Silver,2D Platformer,Rated E +10 For Everyone +10,373.0,0,2016
Otomate,Aksys Games,Visual Novel,Rated T For Teen,9.0,0,2017
Digital Eclipse,Atari SA,Compilation,Rated T For Teen,18.0,1,2022
h.a.n.d. Inc.,Nintendo,Virtual Life,Rated E For Everyone,25.0,1,2014
Fountainhead Entertainment,Electronic Arts,Western RPG,Rated T For Teen,10.0,1,2007
Shin'en,Shin'en,Golf,Rated E For Everyone,11.0,1,2012
Bedlam Games,Atari SA,Action RPG,Rated T For Teen,53.0,0,2011
Nippon Ichi Software,NIS America,Rhythm,Rated T For Teen,26.0,1,2020
Out of the Blue Games S.L.,Raw Fury,First-Person Adventure,Rated T For Teen,137.0,0,2020
Frima Studio,Frima Studio,2D Platformer,Rated E +10 For Everyone +10,9.0,1,2010
Playrise Edge Ltd.,Ripstone,Auto Racing,Rated E For Everyone,22.0,0,2014
Digital Leisure,Digital Leisure,Arcade,Rated E +10 For Everyone +10,19.0,0,2012
SideQuest Studios,EastAsiaSoft,Turn-Based Tactics,Rated E +10 For Everyone +10,69.0,0,2012
Rockstar San Diego,Rockstar San Diego,Open-World Action,Rated M For Mature,303.0,1,2010
Mekensleep,Eidos Interactive,Action Puzzle,Rated E For Everyone,11.0,0,2008
NetherRealm Studios,Warner Bros. Interactive Entertainment,2D Fighting,Rated M For Mature,1251.0,1,2015
Monster Games Inc.,Nintendo,Action RPG,Rated T For Teen,383.0,1,2015
EA Canada,EA Sports,Basketball Sim,Rated E For Everyone,15.0,0,2009
Tarsier Studios,Nintendo,Action,Rated E For Everyone,21.0,0,2019
Hitmaker,Sega,Strategy,Rated E For Everyone,7.0,0,2004
ACE Team,Good Shepherd Entertainment,Open-World Action,Rated T For Teen,27.0,1,2021
Through Games,Through Games,Action Puzzle,Rated E For Everyone,38.0,0,2016
CI Games,CI Games,FPS,Rated M For Mature,179.0,0,2013
Guerrilla,SCEA,FPS,Rated M For Mature,1157.0,1,2011
Ubisoft Quebec,Ubisoft,Open-World Action,Rated M For Mature,50.0,0,2013
Inti Creates,Inti Creates,2D Platformer,Rated T For Teen,170.0,1,2018
Iron Galaxy Studios,Blizzard Entertainment,Action RPG,Rated M For Mature,408.0,0,2018
Page 44 Studios,EA Sports Big,Arcade Racing,Rated E For Everyone,21.0,1,2002
Number None Inc.,Number None Inc.,2D Platformer,Rated E +10 For Everyone +10,274.0,1,2008
The Deep End Games,The Deep End Games,First-Person Adventure,Rated M For Mature,55.0,0,2017
Ubisoft Montpellier,Ubisoft,Party,Rated E For Everyone,70.0,0,2006
TT Games,Warner Bros. Interactive Entertainment,Action Adventure,Rated E +10 For Everyone +10,601.0,0,2012
FASA Studio,Microsoft Game Studios,FPS,Rated M For Mature,34.0,0,2007
TIGAMES,TIGAMES,First-Person Adventure,Rated T For Teen,12.0,0,2017
Artificial Mind and Movement,SCEA,3D Platformer,Rated E For Everyone,8.0,1,2002
Blizzard Entertainment,Blizzard Entertainment,Command RTS,Rated T For Teen,1222.0,1,2015
Free Radical Design,EA Games,FPS,Rated M For Mature,29.0,1,2005
Tribute Games,Limited Run Games,2D Platformer,Rated E +10 For Everyone +10,24.0,0,2017
Kalypso,Kalypso,Strategy,Rated M For Mature,189.0,0,2012
Ninja Studio,Atlus,Roguelike,Rated T For Teen,11.0,1,2008
Sega,Sega,Rhythm,Rated T For Teen,73.0,1,2014
Sega,THQ,Pinball,Rated T For Teen,6.0,0,2002
Neversoft Entertainment,Activision,Skating,Rated T For Teen,348.0,1,2000
Sega,Sega,Rhythm,Rated E For Everyone,19.0,1,2023
Papyrus,Sierra Entertainment,Auto Racing Sim,Rated E For Everyone,10.0,0,2001
Toylogic,Square Enix,Action RPG,Rated M For Mature,625.0,1,2021
Headup Games,Headup Games,2D Platformer,Rated E +10 For Everyone +10,8.0,0,2017
Genki,Ubisoft,Auto Racing Sim,Rated E For Everyone,16.0,1,2006
Inti Creates,Inti Creates,2D Platformer,Rated T For Teen,28.0,1,2019
Ubisoft,Ubisoft,Dancing,Rated E +10 For Everyone +10,37.0,1,2013
Vicarious Visions,Activision,Action Adventure,Rated E For Everyone,105.0,1,2001
Game Arts,GungHo,JRPG,Rated T For Teen,39.0,1,2015
Nicalis,Nicalis,Action RPG,Rated T For Teen,22.0,0,2018
Fabrik Games,Fabrik Games,Top-Down Shoot-'Em-Up,Rated M For Mature,7.0,0,2016
Her Interactive,Her Interactive,Point-and-Click,Rated E For Everyone,14.0,0,2008
Onion Games,Onion Games,Action Puzzle,Rated E For Everyone,14.0,1,2019
Benjamin Rivers,Benjamin Rivers,Adventure,Rated E +10 For Everyone +10,16.0,0,2016
Dimps Corporation,Bandai Namco Games,3D Fighting,Rated T For Teen,714.0,1,2015
Tamsoft,NIS America,Virtual Career,Rated T For Teen,63.0,0,2014
Petroglyph,Grey Box,Command RTS,Rated T For Teen,214.0,0,2015
Cypron Studios,Cypron Studios,Western RPG,Rated T For Teen,9.0,0,2006
Tri-Ace,Square Enix,Action RPG,Rated T For Teen,294.0,0,2016
DMA Design,Take-Two Interactive,3D Platformer,Rated E For Everyone,19.0,1,1998
Firesprite,Firesprite,First-Person Adventure,Rated M For Mature,10.0,0,2020
RedLynx,RedLynx,Auto Racing,Rated E For Everyone,12.0,1,2011
Playground Games,Microsoft Game Studios,Auto Racing Sim,Rated T For Teen,772.0,1,2012
Vicarious Visions,Activision,2D Platformer,Rated E +10 For Everyone +10,10.0,1,2005
WB Games Montreal,Warner Bros. Interactive Entertainment,Open-World Action,Rated T For Teen,265.0,1,2012
Sonic Team,Sega,3D Platformer,Rated E +10 For Everyone +10,202.0,0,2005
Media.Vision,Bandai Namco Games,JRPG,Rated T For Teen,201.0,0,2018
Frontier Developments,Infogrames,Tycoon,Rated E For Everyone,44.0,0,2003
Spike,Namco Bandai Games,3D Fighting,Rated T For Teen,56.0,0,2010
Spike,Atari SA,3D Fighting,Rated T For Teen,35.0,1,2006
Matrix Software,Square Enix,JRPG,Rated E +10 For Everyone +10,129.0,1,2010
Robotality,Chucklefish,Turn-Based Tactics,Rated T For Teen,12.0,0,2023
Brownie Brown,Square Enix,Real-Time Strategy,Rated E +10 For Everyone +10,10.0,1,2007
Kuju Entertainment,Curve Digital,Turn-Based Tactics,Rated M For Mature,27.0,0,2019
Arc System Works,Aksys Games,Real-Time Strategy,Rated T For Teen,7.0,0,2008
Codemasters,Codemasters,Auto Racing Sim,Rated E For Everyone,32.0,1,2003
Farsight Studios,System 3,Pinball,Rated E +10 For Everyone +10,7.0,0,2009
Frictional Games,Paradox Interactive,Survival,Rated M For Mature,105.0,0,2008
Koei,Koei,Action RPG,Rated T For Teen,8.0,0,2002
Io Interactive,Eidos Interactive,Action Adventure,Rated M For Mature,32.0,0,2002
Tamsoft,XSEED Games,Action,Rated M For Mature,170.0,1,2016
Glumberland,Glumberland,Trainer RPG,Rated E For Everyone,26.0,0,2022
BootdiskRevolution,Digerati Distribution,2D Platformer,Rated T For Teen,18.0,0,2017
Fiddlesticks Games,Curve Digital,Action Puzzle,Rated E For Everyone,96.0,0,2016
Bec,Bandai,Vehicle Combat Sim,Rated T For Teen,8.0,1,2001
Code Mystics Inc.,SNK Corporation,Compilation,Rated T For Teen,6.0,1,2021
Twisted Pixel Games,Twisted Pixel Games,2D Platformer,Rated E +10 For Everyone +10,91.0,0,2009
Capcom,Capcom,2D Fighting,Rated T For Teen,112.0,1,2012
Paradox Interactive,EON Digital Entertainment,Aircraft Combat Sim,Rated E For Everyone,38.0,1,2000
KCEJ,Konami,Action Adventure,Rated M For Mature,1928.0,1,2004
Ellipse Studios,Strategy First,Command RTS,Rated E For Everyone,17.0,0,2000
Omega Force,Koei Tecmo Games,3D Beat-'Em-Up,Rated T For Teen,15.0,0,2011
Pterodon,2K Games,FPS,Rated M For Mature,41.0,0,2005
Inti Creates,Namco Bandai Games,2D Platformer,Rated E +10 For Everyone +10,23.0,0,2013
10tons,10tons,Top-Down Shoot-'Em-Up,Rated T For Teen,28.0,0,2016
Appeal,Maximum Games,Open-World Action,Rated T For Teen,33.0,0,2017
Polygon Treehouse,United Label,Adventure,Rated E +10 For Everyone +10,51.0,1,2020
Red Storm Entertainment,Ubisoft,Action Adventure,Rated E +10 For Everyone +10,65.0,0,2017
Now Production,Namco Bandai Games,Action Adventure,Rated E For Everyone,31.0,0,2007
Spellbound,Nordic Games Publishing,Action RPG,Rated T For Teen,84.0,0,2011
Monster Games Inc.,Nintendo,Arcade Racing,Rated E For Everyone,6.0,0,2009
Katauri Interactive,1C Entertainment,Turn-Based Strategy,Rated T For Teen,254.0,1,2009
Yacht Club Games,Yacht Club Games,2D Platformer,Rated E +10 For Everyone +10,32.0,1,2019
Shin'en,Majesco,Top-Down Shoot-'Em-Up,Rated E +10 For Everyone +10,19.0,1,2011
Infinity Ward,Activision,FPS,Rated T For Teen,374.0,1,2005
Shiny Entertainment,Interplay,Real-Time Strategy,Rated M For Mature,147.0,1,2000
Kojima Productions,Konami,Action Adventure,Rated M For Mature,152.0,1,2006
Spiders,Nacon,Action RPG,Rated M For Mature,334.0,1,2022
CreSpirit,Sekai Project,2D Platformer,Rated T For Teen,22.0,0,2017
Weird Beluga,Weird Beluga,Top-Down Shoot-'Em-Up,Rated M For Mature,16.0,0,2021
Altar Interactive,Cenega Publishing,Strategy,Rated T For Teen,25.0,0,2003
Harmonix Music Systems,Mad Catz,Rhythm,Rated T For Teen,109.0,0,2015
White Paper Games,White Paper Games,First-Person Adventure,Rated E +10 For Everyone +10,53.0,0,2014
Atlus,Atlus,Turn-Based Tactics,Rated T For Teen,323.0,0,2011
Lince Works,Lince Works,Action Adventure,Rated M For Mature,63.0,0,2016
Code Avarice,Digerati Distribution,FPS,Rated T For Teen,8.0,0,2016
Disney Interactive Studios,Ubisoft,3D Platformer,Rated E For Everyone,20.0,0,2000
Wolf Brew Games,Wolf Brew Games,2D Platformer,Rated M For Mature,28.0,0,2016
Sega,Sega,Compilation,Rated E For Everyone,36.0,0,2023
HyperBole Studios,Fox Interactive,Point-and-Click,Rated T For Teen,20.0,0,1998
Digital Sun,Riot Forge,Action RPG,Rated T For Teen,37.0,0,2023
Crytek,EA Games,FPS,Rated M For Mature,1639.0,0,2013
Bullfrog Productions,Electronic Arts,FPS,Rated M For Mature,17.0,1,2001
Capcom,Capcom,Linear Action Adventure,Rated M For Mature,203.0,1,2015
Traveller's Tales,Midway,3D Platformer,Rated T For Teen,12.0,0,2002
Neko Entertainment,Neko Entertainment,2D Platformer,Rated E For Everyone,30.0,0,2013
Ryu ga Gotoku Studios,Sega,Action RPG,Rated M For Mature,127.0,1,2018
Mercury Steam,Mercury Steam,MOBA,Rated M For Mature,26.0,0,2017
Deep Silver,Deep Silver,Survival,Rated M For Mature,17.0,0,2009
Inti Creates,Capcom,2D Platformer,Rated E For Everyone,68.0,1,2010
Acid Wizard Studio,Crunching Koalas,Survival,Rated M For Mature,58.0,1,2019
Omega Force,Namco Bandai Games,3D Beat-'Em-Up,Rated T For Teen,80.0,1,2013
Flavourworks,Sony Interactive Entertainment,Adventure,Rated M For Mature,383.0,0,2019
Monolith Soft,Nintendo,Action RPG,Rated T For Teen,1405.0,1,2020
EA Sports,EA Sports,Soccer Sim,Rated E For Everyone,16.0,0,2001
Trion Worlds,Trion Worlds,MMORPG,Rated T For Teen,588.0,0,2011
Warp Digital Entertainment,Adult Swim,2D Platformer,Rated E +10 For Everyone +10,93.0,1,2017
Sonic Powered,Majesco,Tycoon,Rated E For Everyone,6.0,1,2008
Namco Bandai Games,Namco Bandai Games,Arcade,Rated E For Everyone,9.0,0,2006
Atomic Games,Destineer,Tactical FPS,Rated T For Teen,11.0,0,2011
Beautiful Glitch,Those Awesome Guys,Adventure,Rated M For Mature,6.0,0,2020
Intelligent Systems,Nintendo,Turn-Based Tactics,Rated T For Teen,2992.0,1,2019
Cryptic Studios,Atari SA,MMORPG,Rated T For Teen,312.0,0,2010
Nex Entertainment,Bandai Namco Games,Light Gun,Rated T For Teen,13.0,0,2007
Polyphony Digital,SCEA,Auto Racing Sim,Rated E For Everyone,877.0,1,2005
Creative Assembly,Sega,Real-Time Strategy,Rated T For Teen,116.0,1,2005
Taito Corporation,Acclaim,Matching Puzzle,Rated E For Everyone,5.0,1,2000
Square Enix,Square Enix,Action RPG,Rated T For Teen,1631.0,1,2018
Reverge Labs,Autumn Games,2D Fighting,Rated T For Teen,48.0,0,2012
Obsidian Entertainment,Bethesda Softworks,Western RPG,Rated M For Mature,95.0,0,2011
Yuke's,THQ,Wrestling,Rated T For Teen,8.0,0,2002
Sonic Team,Sega,3D Platformer,Rated E For Everyone,25.0,1,2003
Namco Bandai Games,Namco Bandai Games,3D Fighting,Rated T For Teen,40.0,0,2011
Owlchemy Labs,Adult Swim,First-Person Adventure,Rated M For Mature,35.0,0,2018
Endgame Studios,Endgame Studios,Vertical Shoot-'Em-Up,Rated E +10 For Everyone +10,20.0,1,2012
PlatinumGames,Activision,3D Beat-'Em-Up,Rated T For Teen,239.0,1,2015
Criterion Games,Electronic Arts,Auto Racing,Rated T For Teen,718.0,0,2022
The Digital Lounge,The Digital Lounge,Soccer,Rated E For Everyone,73.0,0,2017
Ubisoft Montreal,Ubisoft,Action Adventure,Rated M For Mature,220.0,1,2005
Spike Chunsoft,NIS America,Compilation,Rated M For Mature,151.0,1,2017
Bossa Studios,Bossa Studios,Virtual Career,Rated T For Teen,15.0,0,2016
