Developer,Publisher,Genres,Product Rating,User Ratings Count,Best-seller,year
Rainbow Studios,Nordic Games Publishing,Auto Racing,Rated E For Everyone,22.0,0,2015
CyberConnect2,Namco Bandai Games,3D Fighting,Rated T For Teen,38.0,0,2007
Ironclad Games,Stardock,Strategy,Rated T For Teen,290.0,1,2012
Left Field Productions,Nintendo,Arcade Racing,Rated E For Everyone,34.0,1,2000
Nintendo,Nintendo,Real-Time Strategy,Rated E +10 For Everyone +10,750.0,1,2023
Minority Media Inc.,Minority Media Inc.,Adventure,Rated E +10 For Everyone +10,92.0,1,2012
Wales Interactive,Wales Interactive,Adventure,Rated M For Mature,43.0,0,2020
Griptonite Games,Activision,Open-World Action,Rated E +10 For Everyone +10,22.0,1,2010
Creative Assembly,Sega,Turn-Based Strategy,Rated T For Teen,1467.0,1,2011
GalaxyTrail,XSEED Games,2D Platformer,Rated E +10 For Everyone +10,31.0,1,2018
Arc System Works,Arc System Works,Board,Rated E For Everyone,20.0,0,2017
Capcom,Capcom,Open-World Action,Rated M For Mature,306.0,0,2006
Right Square Bracket Left Square Bracket Games,SCEA,Future Racing,Rated E For Everyone,52.0,0,2012
RedLynx,Microsoft Game Studios,Auto Racing Sim,Rated T For Teen,14.0,1,2012
SIMS,Rising Star Games,Action,Rated E For Everyone,8.0,0,2013
Crytek,Electronic Arts,FPS,Rated M For Mature,573.0,1,2008
People Can Fly,Square Enix,Third Person Shooter,Rated M For Mature,14.0,0,2022
id Software,Activision,FPS,Rated M For Mature,1093.0,1,2004
Alphadream Corporation,Nintendo,JRPG,Rated E For Everyone,152.0,1,2017
EA Vancouver,Electronic Arts,Combat Sport,Rated T For Teen,597.0,0,2020
Capcom,Capcom,3D Fighting,Rated T For Teen,20.0,1,2001
Sunstorm Interactive,Arush Entertainment,2D Platformer,Rated M For Mature,65.0,1,2002
iNiS,Nintendo,Rhythm,Rated E +10 For Everyone +10,96.0,1,2006
Magenta Software,SCEA,Trivia,Rated E +10 For Everyone +10,9.0,1,2007
Nihilistic,SCEA,FPS,Rated M For Mature,281.0,0,2012
Q Entertainment,Nintendo,Matching Puzzle,Rated E For Everyone,47.0,1,2005
Kojima Productions,Konami,Action RPG,Rated E +10 For Everyone +10,16.0,0,2007
Bethesda Game Studios,Bethesda Softworks,Western RPG,Rated M For Mature,206.0,1,2012
SunSoft,SunSoft,Action RPG,Rated T For Teen,18.0,0,2018
2K Marin,2K Games,FPS,Rated M For Mature,112.0,1,2010
Volition Inc.,THQ,FPS,Rated M For Mature,73.0,1,2001
Mercury Steam,Codemasters,Survival,Rated M For Mature,46.0,0,2007
Studio Saizensen,ININ Games,Horizontal Shoot-'Em-Up,Rated E +10 For Everyone +10,7.0,1,2022
Capcom Vancouver,Microsoft Game Studios,Open-World Action,Rated M For Mature,400.0,0,2016
Prideful Sloth,Prideful Sloth,Open-World Action,Rated E For Everyone,56.0,1,2017
Lucid Games,Sierra Games,Top-Down Shoot-'Em-Up,Rated E For Everyone,44.0,1,2014
Terminal Reality,Majesco,Third Person Shooter,Rated M For Mature,11.0,1,2002
Banpresto,Atlus,Turn-Based Tactics,Rated T For Teen,10.0,0,2006
Ubisoft Montpellier,Ubisoft,Dancing,Rated E +10 For Everyone +10,51.0,1,2010
Blue Isle Studios,Blue Isle Studios,Action RPG,Rated T For Teen,10.0,0,2019
Halfbrick Studios,Microsoft Game Studios,Arcade,Rated E For Everyone,40.0,0,2011
Ossian Studios,Atari SA,Western RPG,Rated T For Teen,22.0,0,2009
Nippon Ichi Software,NIS America,Turn-Based Tactics,Rated T For Teen,56.0,0,2021
Sega,Sega,2D Platformer,Rated E For Everyone,262.0,1,2018
SCE Japan Studio,SCEA,Action Puzzle,Rated E For Everyone,13.0,0,2008
Sega Sports R&D,Nintendo,Athletics,Rated E +10 For Everyone +10,57.0,0,2016
Namco Bandai Games,Namco Bandai Games,Vertical Shoot-'Em-Up,Rated E For Everyone,6.0,0,2006
The Farm 51,Nordic Games Publishing,FPS,Rated M For Mature,176.0,0,2013
Harmonix Music Systems,MTV Games,Rhythm,Rated T For Teen,11.0,1,2010
Etranges Libellules,Atari SA,Action Adventure,Rated E +10 For Everyone +10,5.0,0,2007
Irrational Games,2K Games,FPS,Rated RP For Rate Pending,66.0,0,2013
Microvision,Namco Bandai Games,JRPG,Rated E +10 For Everyone +10,11.0,0,2007
Paradox Development Studio,Strategy First,Strategy,Rated E For Everyone,37.0,0,2001
KCET,Konami,Survival,Rated M For Mature,400.0,1,2004
Avalanche Studios,Square Enix,Open-World Action,Rated M For Mature,940.0,0,2015
Edge of Reality,Activision,3D Platformer,Rated E For Everyone,8.0,0,2004
Sega,Sega,Soccer Management,Rated E For Everyone,10.0,0,2018
OverGamez,Potata Company,2D Platformer,Rated E For Everyone,9.0,1,2020
Sega,Sega,3D Fighting,Rated T For Teen,44.0,1,2003
Arkedo Studio,SouthPeak Games,Vertical Shoot-'Em-Up,Rated E For Everyone,9.0,0,2009
THQ Nordic,THQ Nordic,Third-Person Adventure,Rated M For Mature,44.0,0,2017
Capcom,Capcom,Survival,Rated M For Mature,35.0,1,2010
Gust,Koei Tecmo Games,RPG,Rated T For Teen,125.0,0,2020
Bethesda Softworks,Bethesda Softworks,Western RPG,Rated M For Mature,68.0,0,2009
Bizarre Creations,Electronic Arts,Rhythm,Rated E For Everyone,9.0,0,2007
Nintendo,Nintendo,Arcade,Rated E For Everyone,5.0,0,2009
Double Fine Productions,Adult Swim,2D Platformer,Rated T For Teen,36.0,0,2016
Carbon Games,Curve Digital,Top-Down Shoot-'Em-Up,Rated E For Everyone,14.0,0,2015
Uppercut Games Pty Ltd,Uppercut Games Pty Ltd,Action Adventure,Rated E +10 For Everyone +10,42.0,0,2015
Digital Extremes,Atari SA,FPS,Rated M For Mature,8.0,1,2002
Infinity Ward,Activision,Tactical FPS,Rated M For Mature,187.0,0,2022
Deck Nine Games,Square Enix,Action Adventure,Rated M For Mature,686.0,1,2017
Pandemic Studios,THQ,Open-World Action,Rated T For Teen,64.0,1,2006
DONTNOD Entertainment,Square Enix,Third-Person Adventure,Rated M For Mature,166.0,0,2018
Gust,Koei Tecmo Games,JRPG,Rated T For Teen,54.0,1,2015
Unbound Creations,Unbound Creations,Adventure,Rated T For Teen,10.0,1,2019
Ascaron Entertainment,Ascaron Entertainment,Real-Time Strategy,Rated T For Teen,49.0,1,2004
Mass Media,Blizzard Classic Arcade,Action Puzzle,Rated E For Everyone,19.0,1,2003
roll7,Private Division,2D Platformer,Rated E +10 For Everyone +10,60.0,0,2022
Sega,Sega,Compilation,Rated M For Mature,31.0,0,2008
Nintendo,Nintendo,Auto Racing,Rated E For Everyone,3044.0,1,2017
Compile Heart,Idea Factory,3D Beat-'Em-Up,Rated T For Teen,24.0,0,2016
A44,Annapurna Interactive,Open-World Action,Rated T For Teen,192.0,0,2018
Eurocom,Disney Interactive Studios,3D Platformer,Rated E +10 For Everyone +10,10.0,0,2009
11 bit studios,11 bit studios,Board,Rated M For Mature,55.0,1,2018
Maxis,Electronic Arts,Virtual Life,Rated T For Teen,28.0,0,2020
Cooking Mama Limited,Majesco,Virtual Career,Rated E For Everyone,11.0,0,2008
Telltale Games,Telltale Games,Third-Person Adventure,Rated RP For Rate Pending,47.0,0,2011
Maxis,EA Games,Virtual Life,Rated T For Teen,8.0,1,2004
Soleil Ltd.,"GungHo Online Entertainment America, Inc.",Action,Rated E +10 For Everyone +10,172.0,0,2020
Konami,Konami,Soccer Sim,Rated E For Everyone,633.0,0,2016
KT Racing,Bigben Interactive,Auto Racing,Rated E For Everyone,18.0,0,2020
Shiver Games,Warner Bros. Interactive Entertainment,Action Puzzle,Rated E +10 For Everyone +10,37.0,0,2018
FreeStyleGames,Activision,Rhythm,Rated T For Teen,24.0,1,2010
Sonic Team,Sega,Action RPG,Rated E +10 For Everyone +10,18.0,0,2009
Relic Entertainment,THQ,Real-Time Strategy,Rated M For Mature,189.0,1,2010
Powerhoof,Powerhoof,Action RPG,Rated T For Teen,11.0,0,2017
Sports Interactive,Sega,Soccer Management,Rated E For Everyone,71.0,0,2021
Future Games,The Adventure Company,Adventure,Rated T For Teen,17.0,0,2005
Mitchell,Nintendo,Matching Puzzle,Rated E For Everyone,9.0,0,2006
Nintendo,Nintendo,Athletics,Rated E For Everyone,474.0,1,2006
Futuremark Games Studio,Futuremark Games Studio,Defense,Rated E +10 For Everyone +10,31.0,0,2012
Nintendo,Nintendo,Vehicle Combat Sim,Rated E For Everyone,12.0,0,2017
Skip Ltd.,Nintendo,Action Adventure,Rated E For Everyone,14.0,0,2007
Eurocom,SCEA,Party,Rated E For Everyone,217.0,1,2000
SCEJ,Konami,Action Adventure,Rated M For Mature,7.0,1,2004
Bigmoon Entertainment,Deep Silver,Auto Racing,Rated E For Everyone,26.0,0,2018
EA Black Box,Electronic Arts,Auto Racing Sim,Rated E For Everyone,208.0,1,2003
Intelligent Systems,Nintendo,Turn-Based Tactics,Rated E For Everyone,257.0,1,2003
Terrible Posture Games,Terrible Posture Games,FPS,Rated E +10 For Everyone +10,45.0,0,2014
Saber Interactive,Crytek,FPS,Rated M For Mature,105.0,1,2020
Paul Helman,505 Games,Adventure,Rated T For Teen,44.0,1,2020
EA Sports,EA Sports,Football Sim,Rated E For Everyone,7.0,1,2007
Rainbow Studios,Activision,Biking,Rated T For Teen,6.0,0,2002
Namco,Namco,Auto Racing,Rated E For Everyone,19.0,1,2005
Infinite Dreams,Infinite Dreams,Vertical Shoot-'Em-Up,Rated E +10 For Everyone +10,9.0,0,2016
Bitmap Bureau,Rising Star Games,2D Platformer,Rated E +10 For Everyone +10,5.0,0,2017
Capcom,Capcom,Survival,Rated M For Mature,3159.0,1,2021
Koei Tecmo Games,Koei Tecmo Games,Action,Rated T For Teen,91.0,0,2015
Aquria,Bandai Namco Games,Action RPG,Rated T For Teen,139.0,1,2014
Treyarch,Activision,Tactical FPS,Rated M For Mature,1957.0,0,2018
Ubisoft,Ubisoft,3D Platformer,Rated E For Everyone,5.0,0,2002
Zombie Studios,Konami,Survival,Rated M For Mature,31.0,0,2009
Digital Extremes,D3Publisher,Third Person Shooter,Rated M For Mature,57.0,0,2008
Doublesix,Square Enix,Top-Down Shoot-'Em-Up,Rated T For Teen,14.0,0,2011
Psikyo,Capcom,Vertical Shoot-'Em-Up,Rated T For Teen,8.0,0,2000
Relic Entertainment,Microsoft Game Studios,Real-Time Strategy,Rated T For Teen,46.0,1,2002
Subcult Joint LTD,Rogue Games,Metroidvania,Rated M For Mature,20.0,0,2023
Sigil Games Online,Sony Online Entertainment,MMORPG,Rated T For Teen,5.0,0,2007
Streko-Graphics Inc.,DreamCatcher Interactive,Adventure,Rated T For Teen,5.0,0,2007
Unknown Worlds Entertainment,Bandai Namco Games,Sandbox,Rated E +10 For Everyone +10,234.0,0,2021
Nerve Software,Activision,FPS,Rated M For Mature,189.0,1,2006
Buka Entertainment,cdv Software,Vehicle Combat Sim,Rated T For Teen,71.0,1,2006
Asobo Studio,Focus Home Interactive,Linear Action Adventure,Rated M For Mature,1586.0,1,2019
Inti Creates,Inti Creates,2D Platformer,Rated T For Teen,12.0,1,2022
Zoink!,Zoink!,Adventure,Rated E For Everyone,41.0,0,2019
Hudson Entertainment,Hudson Entertainment,Action Puzzle,Rated E For Everyone,8.0,1,2010
EA Canada,EA Sports,Soccer Sim,Rated E For Everyone,7.0,0,2004
Team17,Team17,Real-Time Strategy,Rated E +10 For Everyone +10,30.0,0,2020
Konami,Konami,Compilation,Rated T For Teen,79.0,0,2018
Iguana Entertainment,Acclaim,FPS,Rated M For Mature,15.0,0,1998
Firaxis Games,Infogrames,4X Strategy,Rated E For Everyone,338.0,1,2001
Bedtime Digital Games,Bedtime Digital Games,Action Adventure,Rated E +10 For Everyone +10,56.0,0,2018
Kadokawa,PQube,Visual Novel,Rated M For Mature,5.0,1,2021
Midgar Studio,Dear Villagers,JRPG,Rated T For Teen,17.0,0,2022
Artifact Entertainment,Atari SA,MMORPG,Rated T For Teen,7.0,0,2003
Bizarre Creations,Acclaim,Third Person Shooter,Rated T For Teen,22.0,0,2001
Coldwood Interactive,SCEA,Exercise,Rated E For Everyone,7.0,0,2013
Relic Entertainment,THQ,Real-Time Strategy,Rated M For Mature,113.0,0,2009
Cygames,Nintendo,RPG,Rated T For Teen,42.0,1,2018
Zachtronics Industries,Zachtronics Industries,Strategy,Rated T For Teen,42.0,0,2013
Obsidian Entertainment,LucasArts,Western RPG,Rated T For Teen,191.0,1,2004
Eidos Montreal,Square Enix,Action Adventure,Rated M For Mature,1342.0,1,2016
Image & Form,Thunderful,3D Platformer,Rated T For Teen,187.0,0,2021
Zoom,Eidos Interactive,Action,Rated T For Teen,15.0,0,2002
Acquire,Activision,Action Adventure,Rated M For Mature,77.0,1,2000
Rare Ltd.,Nintendo,3D Platformer,Rated E For Everyone,612.0,1,1998
Guerrilla,Sony Interactive Entertainment,Open-World Action,Rated T For Teen,10826.0,1,2022
Arc System Works,Aksys Games,2D Fighting,Rated T For Teen,12.0,1,2007
Firaxis Games,2K Games,Turn-Based Tactics,Rated T For Teen,52.0,0,2020
Capcom,Capcom,Survival,Rated M For Mature,110.0,0,2017
EA Tiburon,Electronic Arts,Basketball Sim,Rated E For Everyone,82.0,0,2018
Bits Studios,Kemco,Action Adventure,Rated M For Mature,5.0,1,2003
Scavengers Studio,Covalent Media,Third-Person Adventure,Rated E For Everyone,35.0,0,2023
Q Studios,Square Enix,Action RPG,Rated E +10 For Everyone +10,131.0,0,2018
Double Fine Productions,THQ,Action RPG,Rated E +10 For Everyone +10,74.0,1,2010
EA Tiburon,EA Sports,Golf Sim,Rated E For Everyone,91.0,0,2015
SuperBot Entertainment,SCEA,2D Fighting,Rated T For Teen,630.0,0,2012
Rainbow Studios,LucasArts,Future Racing,Rated E For Everyone,18.0,0,2002
Io Interactive,Square Enix,Action Adventure,Rated M For Mature,488.0,1,2016
Intelligent Systems,Nintendo,Turn-Based Tactics,Rated T For Teen,1670.0,1,2013
Racjin,Square Enix,Action RPG,Rated E +10 For Everyone +10,232.0,1,2016
XXV Productions,The Adventure Company,First-Person Adventure,Rated T For Teen,14.0,0,2004
Telltale Games,Telltale Games,Point-and-Click,Rated M For Mature,241.0,0,2016
Infinite Interactive,D3Publisher,Action Puzzle,Rated E +10 For Everyone +10,14.0,0,2010
Infogrames,Infogrames,Action,Rated E For Everyone,52.0,1,2001
Team17,Warner Bros. Interactive Entertainment,Artillery,Rated E +10 For Everyone +10,17.0,0,2012
Iron Galaxy Studios,2K Games,Compilation,Rated M For Mature,715.0,1,2015
Bluepoint Games,SCEA,Open-World Action,Rated T For Teen,501.0,1,2016
Nintendo,Nintendo,3D Platformer,Rated E +10 For Everyone +10,8347.0,1,2017
Rebellion,Sega,FPS,Rated M For Mature,128.0,0,2010
Ubisoft,Ubisoft,Athletics,Rated E For Everyone,27.0,0,2012
Retro Studios,Nintendo,FPS,Rated T For Teen,1241.0,1,2023
Bethesda Game Studios,Bethesda Softworks,Western RPG,Rated M For Mature,107.0,0,2012
Criterion Games,Electronic Arts,Auto Racing,Rated E +10 For Everyone +10,40.0,1,2005
h.a.n.d. Inc.,Level 5,Action RPG,Rated T For Teen,76.0,0,2020
Bloober Team,Bloober Team,First-Person Adventure,Rated M For Mature,39.0,0,2020
Abstraction Games,Devolver Digital,Compilation,Rated M For Mature,41.0,1,2019
Papyrus,Sierra Entertainment,Auto Racing Sim,Rated E For Everyone,14.0,0,2002
Phoenix Labs,Phoenix Labs,Action RPG,Rated T For Teen,253.0,0,2019
Visual Concepts,2K Sports,Basketball Sim,Rated E For Everyone,150.0,1,2011
EA DICE,EA Games,Action Adventure,Rated T For Teen,326.0,1,2008
BioWare,Interplay,Western RPG,Rated T For Teen,915.0,1,1998
Marvelous Inc.,XSEED Games,Turn-Based Strategy,Rated T For Teen,44.0,1,2015
Electronic Arts,Electronic Arts,Action Adventure,Rated E +10 For Everyone +10,55.0,0,2005
Acclaim Studios Austin,Acclaim,FPS,Rated M For Mature,7.0,1,2002
Teyon,Reef Entertainment,Action,Rated M For Mature,332.0,0,2014
Aquria,Bandai Namco Games,Action RPG,Rated T For Teen,93.0,0,2015
Nippon Ichi Software,NIS America,Action RPG,Rated T For Teen,7.0,0,2021
Graphic State,Midway,Auto Racing,Rated E For Everyone,6.0,0,2001
Secret Level,Sega,Action Adventure,Rated T For Teen,25.0,0,2008
Supermassive Games,Bandai Namco Games,Third-Person Adventure,Rated M For Mature,119.0,0,2022
KING Art,The Adventure Company,Point-and-Click,Rated T For Teen,77.0,0,2013
Valve Software,Activision,Tactical FPS,Rated T For Teen,163.0,0,2003
Forge Reply,Forge Reply,Top-Down Shoot-'Em-Up,Rated E For Everyone,19.0,0,2014
Nine Rocks Games,THQ Nordic,Hunting,Rated T For Teen,17.0,0,2022
Gaming Minds Studios,Kalypso,Real-Time Strategy,Rated T For Teen,75.0,0,2012
Slightly Mad Studios,Electronic Arts,Auto Racing Sim,Rated E +10 For Everyone +10,115.0,0,2011
Visual Concepts,2K Sports,Basketball Sim,Rated E For Everyone,319.0,0,2014
Edge of Reality,Edge of Reality,Third Person Shooter,Rated M For Mature,451.0,0,2014
Gaijin Games,Aksys Games,Rhythm,Rated E For Everyone,9.0,1,2010
Kraken Empire,Rising Star Games,Rail Shooter,Rated E +10 For Everyone +10,8.0,0,2015
Dimps Corporation,Sega,2D Platformer,Rated E For Everyone,194.0,1,2005
Ubisoft Montreal,Ubisoft,Open-World Action,Rated M For Mature,2136.0,1,2016
Ubisoft Montreal,Ubisoft,Open-World Action,Rated M For Mature,2641.0,0,2018
Ubisoft Paris,Ubisoft,Open-World Action,Rated M For Mature,1030.0,0,2017
Ubisoft,Ubisoft,3D Fighting,Rated T For Teen,26.0,0,2010
Bandai Namco Games,Namco Bandai Games,Action Adventure,Rated E +10 For Everyone +10,59.0,0,2012
Punchline,Natsume,Third-Person Adventure,Rated T For Teen,11.0,1,2007
From Software,Devolver Digital,Vehicle Combat Sim,Rated T For Teen,33.0,0,2019
Now Production,Namco,Action Adventure,Rated E For Everyone,60.0,1,2005
Dramatic Labs,Bruner House,Third-Person Adventure,Rated T For Teen,36.0,0,2023
Namco Bandai Games,Namco Bandai Games,Auto Racing Sim,Rated E For Everyone,6.0,0,2006
Moonlight Kids,Humble Games,Adventure,Rated E +10 For Everyone +10,19.0,1,2021
Maxis,EA Games,Virtual Life,Rated T For Teen,14.0,0,2003
K-D Lab,Codemasters,Real-Time Strategy,Rated E For Everyone,46.0,1,2004
Black Forest Games,bitComposer,2D Platformer,Rated E For Everyone,23.0,0,2013
Invictus,Codemasters,Auto Racing Sim,Rated E For Everyone,24.0,0,2001
Treasure,Conspiracy Entertainment,Vertical Shoot-'Em-Up,Rated E For Everyone,17.0,1,2001
Nippon Ichi Software,NIS America,Compilation,Rated T For Teen,5.0,1,2022
Level 5,Bandai Namco Games,JRPG,Rated T For Teen,898.0,1,2018
EA Sports,EA Sports,Soccer Sim,Rated E For Everyone,20.0,0,2006
Coldwood Interactive,SCEA,3D Fighting,Rated T For Teen,76.0,1,2010
Q-Games,SCEA,2D Platformer,Rated E For Everyone,14.0,1,2008
Saber Interactive,2K Games,Wrestling,Rated T For Teen,93.0,0,2020
Torn Banner Studios,Tripwire Interactive,3D Beat-'Em-Up,Rated M For Mature,205.0,0,2021
Nintendo,Nintendo,Virtual Life,Rated E For Everyone,154.0,1,2002
iNiS,Ubisoft,Rhythm,Rated T For Teen,7.0,0,2011
Bamtang,GameMill Entertainment,Auto Racing,Rated E For Everyone,31.0,0,2018
EA Sports,Electronic Arts,Football Sim,Rated E For Everyone,229.0,0,2014
2K Czech,2K Sports,Tennis,Rated E For Everyone,89.0,1,2011
Mondo Productions,Ubisoft,Strategy,Rated E +10 For Everyone +10,14.0,0,2012
Neversoft Entertainment,Activision,Skating,Rated T For Teen,143.0,1,1999
FireFly Studios,FireFly Studios,Real-Time Strategy,Rated T For Teen,254.0,0,2014
SCEE London Studio,Sony Interactive Entertainment,Party,Rated M For Mature,133.0,0,2016
4J Studios,Microsoft Game Studios,FPS,Rated M For Mature,110.0,1,2010
Atlus,Atlus,Virtual Career,Rated T For Teen,24.0,0,2006
Ubisoft,Ubisoft,Marine Combat Sim,Rated T For Teen,78.0,1,2005
Backbone Entertainment,Comedy Central Games,Vertical Shoot-'Em-Up,Rated M For Mature,19.0,0,2011
Capcom,Capcom,Action RPG,Rated E For Everyone,49.0,0,2003
Avit-Niigata,Natsume,JRPG,Rated E +10 For Everyone +10,5.0,1,2017
Samurai Punk,Fellow Traveller,Tactical FPS,Rated E +10 For Everyone +10,6.0,0,2016
Dimps Corporation,Bandai Namco Games,Action Adventure,Rated T For Teen,28.0,0,2022
Capcom,Capcom,2D Fighting,Rated T For Teen,161.0,0,2020
WayForward,Arc System Works,2D Beat-'Em-Up,Rated E +10 For Everyone +10,13.0,0,2022
Sumo Digital,Microsoft Game Studios,Auto Racing,Rated E For Everyone,18.0,1,2004
Tamsoft,XSEED Games,Third Person Shooter,Rated M For Mature,85.0,0,2017
Tozai Games,Tozai Games,Action Puzzle,Rated E For Everyone,6.0,1,2018
Ubisoft Ivory Tower,Ubisoft,Arcade Racing,Rated T For Teen,362.0,1,2023
7Levels,7Levels,2D Platformer,Rated E +10 For Everyone +10,29.0,0,2019
GungHo,Nintendo,Compilation,Rated E For Everyone,56.0,1,2015
Jupiter Corporation,Square Enix,Action RPG,Rated T For Teen,288.0,1,2008
MakinGames,Team17,2D Beat-'Em-Up,Rated T For Teen,6.0,0,2018
Atlus,Atlus,Western RPG,Rated M For Mature,267.0,0,2010
Extend Interactive,Extend Interactive,Action Puzzle,Rated RP For Rate Pending,22.0,0,2014
Nintendo,Nintendo,3D Platformer,Rated E For Everyone,499.0,1,2004
Lesta Studio,Buka Entertainment,Real-Time Strategy,Rated T For Teen,9.0,0,2008
Black Sea Studios,Paradox Interactive,Real-Time Strategy,Rated E +10 For Everyone +10,114.0,1,2005
Codemasters,Codemasters,Auto Racing Sim,Rated E For Everyone,107.0,1,2018
Grasshopper Manufacture,Level 5,Vertical Shoot-'Em-Up,Rated T For Teen,46.0,1,2012
Square Enix,Square Enix,JRPG,Rated T For Teen,234.0,1,2019
Success,Atlus,Turn-Based Strategy,Rated E +10 For Everyone +10,16.0,1,2008
Codemasters,Codemasters,Auto Racing Sim,Rated E For Everyone,5.0,1,2004
Tate Multimedia,Tate Multimedia,Biking,Rated E For Everyone,17.0,1,2020
Empyrean,PlayWay,Virtual Career,Rated E For Everyone,206.0,0,2018
Digital Extremes,Namco Bandai Games,Action Adventure,Rated T For Teen,316.0,0,2013
The Behemoth,The Behemoth,2D Beat-'Em-Up,Rated T For Teen,250.0,1,2008
Eutechnyx,Deep Silver,Auto Racing Sim,Rated E For Everyone,24.0,0,2014
Tango Gameworks,Bethesda Softworks,Survival,Rated M For Mature,2342.0,1,2017
Realta Entertainment Group,Mastiff,Rhythm,Rated T For Teen,9.0,1,2013
My Dog Zorro,My Dog Zorro,Action Puzzle,Rated E For Everyone,14.0,0,2017
EA Tiburon,Electronic Arts,Football Sim,Rated E For Everyone,237.0,0,2022
IMC Games,K2 Network,MMORPG,Rated T For Teen,8.0,0,2007
ONE MORE LEVEL,505 Games,3D Platformer,Rated M For Mature,686.0,1,2020
Penny Black Studios,Penny Black Studios,Action,Rated E For Everyone,7.0,0,2016
Eagle Dynamics,Take-Two Interactive,Aircraft Sim,Rated T For Teen,42.0,1,2009
Capcom,Capcom,Survival,Rated M For Mature,4532.0,1,2017
Logicalbeat,Bandai Namco Games,Compilation,Rated T For Teen,41.0,1,2023
Kadokawa,NIS America,Application,Rated E +10 For Everyone +10,17.0,1,2020
Shawn Beck,LOOT Entertainment,Arcade,Rated E For Everyone,10.0,0,2015
